frame.time_epoch,ip.src,ip.dst,frame.len,tcp.port,udp.port,ip.proto,frame.time_delta,tcp.flags,ip.len,icmp.type,tcp.stream,tcp.seq,tcp.ack,ip.flags.df,tcp.window_size,ip.ttl,tcp.analysis.flags,http.request.uri,http.response.code
"1731512851.465412000","172.16.123.188","172.16.120.1","92",,"52882,53","17","0.019010000",,"78",,,,,"False",,"128",,,
"1731512851.466046000","172.16.123.188","172.16.120.1","92",,"55798,53","17","0.000634000",,"78",,,,,"False",,"128",,,
"1731512851.469150000","172.16.120.1","172.16.123.188","215",,"53,52882","17","0.003104000",,"201",,,,,"False",,"64",,,
"1731512851.478100000","172.16.123.188","13.89.179.14","66","62683,443",,"6","0.008950000","0x0002","52",,"9","0","0","True","64240","128",,,
"1731512851.494983000",,,"60",,,,"0.016883000",,,,,,,,,,,,
"1731512851.494983000",,,"105",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1731512851.494983000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512851.494983000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512851.494983000","172.16.120.1","172.16.123.188","260",,"53,55798","17","0.000000000",,"246",,,,,"False",,"64",,,
"1731512851.710566000",,,"72",,,,"0.215583000",,,,,,,,,,,,
"1731512851.710566000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512851.710566000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512851.710566000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512851.710566000",,,"86",,,,"0.000000000",,,,,,,,,,,,
"1731512851.710566000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512851.710566000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512851.730177000","172.16.123.188","13.89.179.14","66","62684,443",,"6","0.019611000","0x0002","52",,"10","0","0","True","64240","128",,,
"1731512851.733592000","13.89.179.14","172.16.123.188","66","443,62683",,"6","0.003415000","0x0012","52",,"9","0","1","True","65535","105",,,
"1731512851.733714000","172.16.123.188","13.89.179.14","54","62683,443",,"6","0.000122000","0x0010","40",,"9","1","1","True","66048","128",,,
"1731512851.734289000","172.16.123.188","13.89.179.14","1494","62683,443",,"6","0.000575000","0x0010","1480",,"9","1","1","True","66048","128",,,
"1731512851.734289000","172.16.123.188","13.89.179.14","451","62683,443",,"6","0.000000000","0x0018","437",,"9","1441","1","True","66048","128",,,
"1731512851.847030000","172.16.122.234","255.255.255.255","207",,"49675,475","17","0.112741000",,"193",,,,,"False",,"128",,,
"1731512851.847030000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512851.847030000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512851.847030000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512851.847030000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512851.847030000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512851.847030000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512851.847030000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512851.847030000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512851.865802000","13.107.137.11","172.16.123.188","1514","443,62638",,"6","0.018772000","0x0010","1500",,"7","2816","69102","True","16385","115",,,
"1731512851.866226000","13.107.137.11","172.16.123.188","1406","443,62638",,"6","0.000424000","0x0018","1392",,"7","4276","69102","True","16385","115",,,
"1731512851.866354000","172.16.123.188","13.107.137.11","54","62638,443",,"6","0.000128000","0x0010","40",,"7","69102","5628","True","258","128",,,
"1731512851.910910000","172.16.121.160","224.0.0.251","81",,"5353,5353","17","0.044556000",,"67",,,,,"False",,"1",,,
"1731512851.910910000","172.16.121.160","224.0.0.251","81",,"5353,5353","17","0.000000000",,"67",,,,,"False",,"1",,,
"1731512851.910910000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512851.910910000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512851.910910000","172.16.121.160","224.0.0.251","91",,"5353,5353","17","0.000000000",,"77",,,,,"False",,"1",,,
"1731512851.910910000","172.16.121.160","224.0.0.251","91",,"5353,5353","17","0.000000000",,"77",,,,,"False",,"1",,,
"1731512851.910910000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512851.950053000","172.16.123.188","52.104.132.53","1514","62639,443",,"6","0.039143000","0x0010","1500",,"8","2420","4745","True","256","128",,,
"1731512851.950053000","172.16.123.188","52.104.132.53","1013","62639,443",,"6","0.000000000","0x0018","999",,"8","3880","4745","True","256","128",,,
"1731512851.992026000","13.89.179.14","172.16.123.188","66","443,62684",,"6","0.041973000","0x0012","52",,"10","0","1","True","65535","105",,,
"1731512851.992026000","13.89.179.14","172.16.123.188","60","443,62683",,"6","0.000000000","0x0010","40",,"9","1","1838","True","4194560","105",,,
"1731512851.992132000","172.16.123.188","13.89.179.14","54","62684,443",,"6","0.000106000","0x0010","40",,"10","1","1","True","66048","128",,,
"1731512851.992527000","172.16.123.188","13.89.179.14","1494","62684,443",,"6","0.000395000","0x0010","1480",,"10","1","1","True","66048","128",,,
"1731512851.992527000","172.16.123.188","13.89.179.14","451","62684,443",,"6","0.000000000","0x0018","437",,"10","1441","1","True","66048","128",,,
"1731512851.992627000","13.89.179.14","172.16.123.188","153","443,62683",,"6","0.000100000","0x0018","139",,"9","1","1838","True","4194560","105",,,
"1731512851.993341000","172.16.123.188","13.89.179.14","737","62683,443",,"6","0.000714000","0x0018","723",,"9","1838","100","True","66048","128",,,
"1731512852.027678000",,,"60",,,,"0.034337000",,,,,,,,,,,,
"1731512852.027678000","172.16.121.160","224.0.0.251","82",,"5353,5353","17","0.000000000",,"68",,,,,"False",,"1",,,
"1731512852.027678000","172.16.121.185","172.16.127.255","110",,"137,137","17","0.000000000",,"96",,,,,"False",,"128",,,
"1731512852.027678000","172.16.121.185","172.16.127.255","110",,"137,137","17","0.000000000",,"96",,,,,"False",,"128",,,
"1731512852.107367000","172.16.123.154","224.0.0.251","295",,"5353,5353","17","0.079689000",,"281",,,,,"False",,"1",,,
"1731512852.107367000","172.16.123.154","224.0.0.251","84",,"5353,5353","17","0.000000000",,"70",,,,,"False",,"1",,,
"1731512852.107367000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.107367000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.107367000","172.16.125.87","224.0.0.251","87",,"5353,5353","17","0.000000000",,"73",,,,,"False",,"255",,,
"1731512852.107367000",,,"107",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1731512852.107367000",,,"70",,,,"0.000000000",,,,,,,,,,,,
"1731512852.107367000",,,"102",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1731512852.107367000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.203791000","52.104.132.53","172.16.123.188","60","443,62639",,"6","0.096424000","0x0010","40",,"8","4745","4839","True","16385","106",,,
"1731512852.214477000",,,"60",,,,"0.010686000",,,,,,,,,,,,
"1731512852.214477000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.214477000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.214477000","172.16.120.79","224.0.0.251","96",,"5353,5353","17","0.000000000",,"82",,,,,"True",,"255",,,
"1731512852.214477000","172.16.121.176","224.0.0.251","103",,"5353,5353","17","0.000000000",,"89",,,,,"True",,"255",,,
"1731512852.214477000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.214477000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.259497000","13.89.179.14","172.16.123.188","60","443,62684",,"6","0.045020000","0x0010","40",,"10","1","1838","True","4194560","105",,,
"1731512852.259497000","13.89.179.14","172.16.123.188","153","443,62684",,"6","0.000000000","0x0018","139",,"10","1","1838","True","4194560","105",,,
"1731512852.261854000","172.16.123.188","13.89.179.14","737","62684,443",,"6","0.002357000","0x0018","723",,"10","1838","100","True","66048","128",,,
"1731512852.264949000","52.104.132.53","172.16.123.188","1514","443,62639",,"6","0.003095000","0x0010","1500",,"8","4745","4839","True","16385","106",,,
"1731512852.265298000","52.104.132.53","172.16.123.188","1514","443,62639",,"6","0.000349000","0x0010","1500",,"8","6205","4839","True","16385","106",,,
"1731512852.265389000","172.16.123.188","52.104.132.53","54","62639,443",,"6","0.000091000","0x0010","40",,"8","4839","7665","True","256","128",,,
"1731512852.266743000","52.104.132.53","172.16.123.188","1514","443,62639",,"6","0.001354000","0x0010","1500",,"8","7665","4839","True","16385","106",,,
"1731512852.268069000","52.104.132.53","172.16.123.188","360","443,62639",,"6","0.001326000","0x0018","346",,"8","9125","4839","True","16385","106",,,
"1731512852.268171000","172.16.123.188","52.104.132.53","54","62639,443",,"6","0.000102000","0x0010","40",,"8","4839","9431","True","256","128",,,
"1731512852.273894000","13.89.179.14","172.16.123.188","1514","443,62683",,"6","0.005723000","0x0010","1500",,"9","100","2521","True","4193792","105",,,
"1731512852.274311000","13.89.179.14","172.16.123.188","1514","443,62683",,"6","0.000417000","0x0010","1500",,"9","1560","2521","True","4193792","105",,,
"1731512852.274397000","172.16.123.188","13.89.179.14","54","62683,443",,"6","0.000086000","0x0010","40",,"9","2521","3020","True","66048","128",,,
"1731512852.275899000","13.89.179.14","172.16.123.188","1514","443,62683",,"6","0.001502000","0x0010","1500",,"9","3020","2521","True","4193792","105",,,
"1731512852.289843000","13.89.179.14","172.16.123.188","1514","443,62683",,"6","0.013944000","0x0010","1500",,"9","4480","2521","True","4193792","105",,,
"1731512852.289933000","172.16.123.188","13.89.179.14","54","62683,443",,"6","0.000090000","0x0010","40",,"9","2521","5940","True","66048","128",,,
"1731512852.290022000","13.89.179.14","172.16.123.188","609","443,62683",,"6","0.000089000","0x0018","595",,"9","5940","2521","True","4193792","105",,,
"1731512852.290450000","172.16.123.188","13.89.179.14","128","62683,443",,"6","0.000428000","0x0018","114",,"9","2521","6495","True","65536","128",,,
"1731512852.290667000","172.16.123.188","13.89.179.14","146","62683,443",,"6","0.000217000","0x0018","132",,"9","2595","6495","True","65536","128",,,
"1731512852.290892000","172.16.123.188","13.89.179.14","543","62683,443",,"6","0.000225000","0x0018","529",,"9","2687","6495","True","65536","128",,,
"1731512852.290999000","172.16.123.188","13.89.179.14","1494","62683,443",,"6","0.000107000","0x0010","1480",,"9","3176","6495","True","65536","128",,,
"1731512852.290999000","172.16.123.188","13.89.179.14","1494","62683,443",,"6","0.000000000","0x0010","1480",,"9","4616","6495","True","65536","128",,,
"1731512852.290999000","172.16.123.188","13.89.179.14","1494","62683,443",,"6","0.000000000","0x0010","1480",,"9","6056","6495","True","65536","128",,,
"1731512852.290999000","172.16.123.188","13.89.179.14","1494","62683,443",,"6","0.000000000","0x0010","1480",,"9","7496","6495","True","65536","128",,,
"1731512852.290999000","172.16.123.188","13.89.179.14","1494","62683,443",,"6","0.000000000","0x0010","1480",,"9","8936","6495","True","65536","128",,,
"1731512852.290999000","172.16.123.188","13.89.179.14","1312","62683,443",,"6","0.000000000","0x0018","1298",,"9","10376","6495","True","65536","128",,,
"1731512852.330671000",,,"60",,,,"0.039672000",,,,,,,,,,,,
"1731512852.330671000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.330671000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.330671000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.330671000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.330671000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.330671000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.330671000","172.16.123.154","224.0.0.251","84",,"5353,5353","17","0.000000000",,"70",,,,,"False",,"1",,,
"1731512852.418247000",,,"60",,,,"0.087576000",,,,,,,,,,,,
"1731512852.527506000","13.89.179.14","172.16.123.188","1514","443,62684",,"6","0.109259000","0x0010","1500",,"10","100","2521","True","4193792","105",,,
"1731512852.544309000","13.89.179.14","172.16.123.188","60","443,62683",,"6","0.016803000","0x0010","40",,"9","6495","2687","True","4193536","105",,,
"1731512852.545281000","13.89.179.14","172.16.123.188","60","443,62683",,"6","0.000972000","0x0010","40",,"9","6495","4616","True","4194560","105",,,
"1731512852.547403000","13.89.179.14","172.16.123.188","60","443,62683",,"6","0.002122000","0x0010","40",,"9","6495","11634","True","4194560","105",,,
"1731512852.547501000","13.89.179.14","172.16.123.188","157","443,62683",,"6","0.000098000","0x0018","143",,"9","6495","11634","True","4194560","105",,,
"1731512852.551152000","13.89.179.14","172.16.123.188","116","443,62683",,"6","0.003651000","0x0018","102",,"9","6598","11634","True","4194560","105",,,
"1731512852.551243000","172.16.123.188","13.89.179.14","54","62683,443",,"6","0.000091000","0x0010","40",,"9","11634","6660","True","65280","128",,,
"1731512852.551426000","172.16.123.188","13.89.179.14","85","62683,443",,"6","0.000183000","0x0018","71",,"9","11634","6660","True","65280","128",,,
"1731512852.592065000","172.16.123.188","13.89.179.14","54","62684,443",,"6","0.040639000","0x0010","40",,"10","2521","1560","True","66048","128",,,
"1731512852.624994000","172.16.123.154","224.0.0.251","84",,"5353,5353","17","0.032929000",,"70",,,,,"False",,"1",,,
"1731512852.624994000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.624994000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.731673000",,,"60",,,,"0.106679000",,,,,,,,,,,,
"1731512852.731673000",,,"86",,,,"0.000000000",,,,,,,,,,,,
"1731512852.731673000",,,"457",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1731512852.731673000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.805318000","13.89.179.14","172.16.123.188","365","443,62683",,"6","0.073645000","0x0018","351",,"9","6660","11634","True","4194560","105",,,
"1731512852.829279000",,,"60",,,,"0.023961000",,,,,,,,,,,,
"1731512852.829279000","172.16.122.234","255.255.255.255","207",,"49675,475","17","0.000000000",,"193",,,,,"False",,"128",,,
"1731512852.829279000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.860008000","172.16.123.188","13.89.179.14","54","62683,443",,"6","0.030729000","0x0010","40",,"9","11665","6971","True","65024","128",,,
"1731512852.984179000","172.16.123.154","224.0.0.251","355",,"5353,5353","17","0.124171000",,"341",,,,,"False",,"1",,,
"1731512852.984179000","172.16.123.154","224.0.0.251","300",,"5353,5353","17","0.000000000",,"286",,,,,"False",,"1",,,
"1731512852.984179000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.984179000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.984179000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.984179000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.984179000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.984179000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.984179000","172.16.126.17","224.0.0.251","320",,"5353,5353","17","0.000000000",,"306",,,,,"False",,"255",,,
"1731512852.984179000",,,"340",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1731512852.984179000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.984179000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512852.984179000","13.89.179.14","172.16.123.188","60","443,62683",,"6","0.000000000","0x0010","40",,"9","6971","11665","True","4194304","105",,,
"1731512852.986500000","172.16.121.103","172.16.127.255","92",,"137,137","17","0.002321000",,"78",,,,,"False",,"128",,,
"1731512853.118748000","172.16.121.160","224.0.0.251","82",,"5353,5353","17","0.132248000",,"68",,,,,"False",,"1",,,
"1731512853.118748000","172.16.121.160","224.0.0.251","81",,"5353,5353","17","0.000000000",,"67",,,,,"False",,"1",,,
"1731512853.118748000","172.16.121.160","224.0.0.251","91",,"5353,5353","17","0.000000000",,"77",,,,,"False",,"1",,,
"1731512853.118748000","172.16.121.160","224.0.0.251","82",,"5353,5353","17","0.000000000",,"68",,,,,"False",,"1",,,
"1731512853.118748000","172.16.121.160","224.0.0.251","81",,"5353,5353","17","0.000000000",,"67",,,,,"False",,"1",,,
"1731512853.118748000","172.16.121.160","224.0.0.251","91",,"5353,5353","17","0.000000000",,"77",,,,,"False",,"1",,,
"1731512853.118748000","172.16.121.160","224.0.0.251","82",,"5353,5353","17","0.000000000",,"68",,,,,"False",,"1",,,
"1731512853.118748000","172.16.121.160","224.0.0.251","82",,"5353,5353","17","0.000000000",,"68",,,,,"False",,"1",,,
"1731512853.118748000",,,"74",,,,"0.000000000",,,,,,,,,,,,
"1731512853.118748000",,,"882",,,,"0.000000000",,,,,,,,,,,,
"1731512853.118748000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512853.118748000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512853.162710000",,,"60",,,,"0.043962000",,,,,,,,,,,,
"1731512853.162710000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512853.162710000",,,"144",,"546,547",,"0.000000000",,,,,,,,,,,,
"1731512853.242115000",,,"60",,,,"0.079405000",,,,,,,,,,,,
"1731512853.242115000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512853.242115000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512853.242115000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512853.242115000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512853.242115000","0.0.0.0","255.255.255.255","364",,"68,67","17","0.000000000",,"350",,,,,"False",,"128",,,
"1731512853.242115000","172.16.122.221","172.16.127.255","218",,"138,138","17","0.000000000",,"204",,,,,"False",,"128",,,
"1731512853.354641000",,,"60",,,,"0.112526000",,,,,,,,,,,,
"1731512853.354641000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512853.354641000","172.16.123.38","224.0.0.251","352",,"5353,5353","17","0.000000000",,"338",,,,,"False",,"1",,,
"1731512853.354641000",,,"372",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1731512853.354641000","172.16.123.38","224.0.0.251","89",,"5353,5353","17","0.000000000",,"75",,,,,"False",,"1",,,
"1731512853.354641000",,,"109",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1731512853.354641000",,,"157",,"546,547",,"0.000000000",,,,,,,,,,,,
"1731512853.432691000","13.89.179.14","172.16.123.188","1514","443,62684",,"6","0.078050000","0x0018","1500",,"10","5035","2521","True","4193792","105","1",,
"1731512853.432809000","172.16.123.188","13.89.179.14","66","62684,443",,"6","0.000118000","0x0010","52",,"10","2521","1560","True","66048","128","1",,
"1731512853.433138000","172.16.125.231","224.0.0.251","257",,"5353,5353","17","0.000329000",,"243",,,,,"False",,"1",,,
"1731512853.433138000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512853.434151000","172.16.122.184","255.255.255.255","177",,"17500,17500","17","0.001013000",,"163",,,,,"False",,"128",,,
"1731512853.434151000","172.16.122.184","255.255.255.255","177",,"17500,17500","17","0.000000000",,"163",,,,,"False",,"128",,,
"1731512853.436411000","172.16.122.184","172.16.127.255","177",,"17500,17500","17","0.002260000",,"163",,,,,"False",,"128",,,
"1731512853.438748000","172.16.122.184","255.255.255.255","177",,"17500,17500","17","0.002337000",,"163",,,,,"False",,"128",,,
"1731512853.548847000",,,"60",,,,"0.110099000",,,,,,,,,,,,
"1731512853.548847000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512853.548847000","172.16.120.149","224.0.0.251","135",,"5353,5353","17","0.000000000",,"121",,,,,"True",,"255",,,
"1731512853.548847000","172.16.127.13","172.16.127.255","212",,"59042,6646","17","0.000000000",,"198",,,,,"False",,"128",,,
"1731512853.559710000","172.16.120.232","172.16.127.255","86",,"57621,57621","17","0.010863000",,"72",,,,,"False",,"128",,,
"1731512853.579222000",,,"60",,,,"0.019512000",,,,,,,,,,,,
"1731512853.656653000","172.16.123.38","224.0.0.251","89",,"5353,5353","17","0.077431000",,"75",,,,,"False",,"1",,,
"1731512853.656653000",,,"109",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1731512853.656653000",,,"72",,,,"0.000000000",,,,,,,,,,,,
"1731512853.656653000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512853.656653000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512853.656653000",,,"78",,,,"0.000000000",,,,,,,,,,,,
"1731512853.656653000",,,"62",,,,"0.000000000",,,,,,,,,,,,
"1731512853.656653000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512853.687752000","13.89.179.14","172.16.123.188","1514","443,62684",,"6","0.031099000","0x0010","1500",,"10","1560","2521","True","4193792","105","1",,
"1731512853.687879000","172.16.123.188","13.89.179.14","66","62684,443",,"6","0.000127000","0x0010","52",,"10","2521","3020","True","66048","128",,,
"1731512853.688164000","13.89.179.14","172.16.123.188","1514","443,62684",,"6","0.000285000","0x0010","1500",,"10","3020","2521","True","4193792","105","1",,
"1731512853.688259000","172.16.123.188","13.89.179.14","66","62684,443",,"6","0.000095000","0x0010","52",,"10","2521","4480","True","66048","128",,,
"1731512853.689066000","13.89.179.14","172.16.123.188","609","443,62684",,"6","0.000807000","0x0010","595",,"10","4480","2521","True","4193792","105","1",,
"1731512853.689139000","172.16.123.188","13.89.179.14","54","62684,443",,"6","0.000073000","0x0010","40",,"10","2521","6495","True","66048","128",,,
"1731512853.689569000","172.16.123.188","13.89.179.14","128","62684,443",,"6","0.000430000","0x0018","114",,"10","2521","6495","True","66048","128",,,
"1731512853.754407000","172.16.123.188","13.89.179.14","173","62683,443",,"6","0.064838000","0x0018","159",,"9","11665","6971","True","65024","128",,,
"1731512853.754503000","172.16.123.188","13.89.179.14","1494","62683,443",,"6","0.000096000","0x0010","1480",,"9","11784","6971","True","65024","128",,,
"1731512853.754503000","172.16.123.188","13.89.179.14","1494","62683,443",,"6","0.000000000","0x0010","1480",,"9","13224","6971","True","65024","128",,,
"1731512853.754503000","172.16.123.188","13.89.179.14","1494","62683,443",,"6","0.000000000","0x0010","1480",,"9","14664","6971","True","65024","128",,,
"1731512853.754503000","172.16.123.188","13.89.179.14","1494","62683,443",,"6","0.000000000","0x0010","1480",,"9","16104","6971","True","65024","128",,,
"1731512853.754503000","172.16.123.188","13.89.179.14","1494","62683,443",,"6","0.000000000","0x0010","1480",,"9","17544","6971","True","65024","128",,,
"1731512853.754503000","172.16.123.188","13.89.179.14","1494","62683,443",,"6","0.000000000","0x0010","1480",,"9","18984","6971","True","65024","128",,,
"1731512853.754503000","172.16.123.188","13.89.179.14","1494","62683,443",,"6","0.000000000","0x0010","1480",,"9","20424","6971","True","65024","128",,,
"1731512853.754503000","172.16.123.188","13.89.179.14","539","62683,443",,"6","0.000000000","0x0018","525",,"9","21864","6971","True","65024","128",,,
"1731512853.770175000",,,"130",,,,"0.015672000",,,,,,,,,,,,
"1731512853.770175000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512853.770175000","172.16.122.234","255.255.255.255","207",,"49675,475","17","0.000000000",,"193",,,,,"False",,"128",,,
"1731512853.770175000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512853.770175000","172.16.121.103","172.16.127.255","92",,"137,137","17","0.000000000",,"78",,,,,"False",,"128",,,
"1731512853.866751000",,,"95",,"5353,5353",,"0.096576000",,,,,,,,,,,,
"1731512853.866751000",,,"95",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1731512853.866751000","172.16.127.34","224.0.0.251","75",,"5353,5353","17","0.000000000",,"61",,,,,"False",,"255",,,
"1731512853.866751000",,,"95",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1731512853.866751000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512853.866751000","172.16.123.38","224.0.0.251","89",,"5353,5353","17","0.000000000",,"75",,,,,"False",,"1",,,
"1731512853.866751000",,,"109",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1731512853.943860000","13.89.179.14","172.16.123.188","157","443,62684",,"6","0.077109000","0x0018","143",,"10","6495","2595","True","4193792","105",,,
"1731512853.943956000","13.89.179.14","172.16.123.188","116","443,62684",,"6","0.000096000","0x0018","102",,"10","6598","2595","True","4193792","105",,,
"1731512853.943984000","172.16.123.188","13.89.179.14","54","62684,443",,"6","0.000028000","0x0010","40",,"10","2595","6660","True","66048","128",,,
"1731512853.945964000",,,"60",,,,"0.001980000",,,,,,,,,,,,
"1731512853.956360000",,,"60",,,,"0.010396000",,,,,,,,,,,,
"1731512853.956360000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512853.956360000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512853.956360000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512853.956360000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512853.956360000","172.16.121.160","172.16.127.255","82",,"52971,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1731512854.020992000","13.89.179.14","172.16.123.188","60","443,62683",,"6","0.064632000","0x0010","40",,"9","6971","13224","True","4194560","105",,,
"1731512854.021225000","13.89.179.14","172.16.123.188","60","443,62683",,"6","0.000233000","0x0010","40",,"9","6971","16104","True","4194560","105",,,
"1731512854.021225000","13.89.179.14","172.16.123.188","60","443,62683",,"6","0.000000000","0x0010","40",,"9","6971","18984","True","4194560","105",,,
"1731512854.021225000","13.89.179.14","172.16.123.188","60","443,62683",,"6","0.000000000","0x0010","40",,"9","6971","21864","True","4194560","105",,,
"1731512854.025676000","13.89.179.14","172.16.123.188","153","443,62683",,"6","0.004451000","0x0018","139",,"9","6971","22349","True","4194048","105",,,
"1731512854.071340000","172.16.123.188","13.89.179.14","54","62683,443",,"6","0.045664000","0x0010","40",,"9","22349","7070","True","65024","128",,,
"1731512854.107724000",,,"60",,,,"0.036384000",,,,,,,,,,,,
"1731512854.107724000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512854.107724000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512854.107724000",,,"116",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1731512854.107724000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512854.161794000","172.16.121.53","224.0.0.251","87",,"5353,5353","17","0.054070000",,"73",,,,,"False",,"255",,,
"1731512854.161794000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512854.161794000","172.16.123.38","224.0.0.251","413",,"5353,5353","17","0.000000000",,"399",,,,,"False",,"1",,,
"1731512854.161794000",,,"433",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1731512854.161794000","172.16.123.38","224.0.0.251","353",,"5353,5353","17","0.000000000",,"339",,,,,"False",,"1",,,
"1731512854.161794000",,,"373",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1731512854.161794000",,,"107",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1731512854.161794000",,,"102",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1731512854.161794000",,,"102",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1731512854.161794000","172.16.121.160","172.16.127.255","82",,"52971,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1731512854.161794000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512854.289591000",,,"60",,,,"0.127797000",,,,,,,,,,,,
"1731512854.289591000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512854.289591000","172.16.121.160","224.0.0.251","150",,"5353,5353","17","0.000000000",,"136",,,,,"False",,"255",,,
"1731512854.289591000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512854.289591000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512854.289591000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512854.289591000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1731512854.504272000","172.16.121.160","172.16.127.255","82",,"52971,1947","17","0.214681000",,"68",,,,,"False",,"128",,,
